Varco,Data,Passaggi_24h
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/08/2016,41892
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/09/2016,39566
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/10/2016,42525
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/11/2016,43825
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/12/2016,41714
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/13/2016,38290
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/14/2016,35235
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/15/2016,42206
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/16/2016,40310
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/17/2016,41135
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/18/2016,43651
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/19/2016,42243
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/20/2016,33257
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/21/2016,34101
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/22/2016,41494
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/23/2016,40930
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/24/2016,43300
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/25/2016,43725
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/26/2016,44630
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/27/2016,40439
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/28/2016,32006
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,02/29/2016,40409
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/01/2016,37413
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/02/2016,38909
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/03/2016,42520
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/04/2016,43801
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/05/2016,38262
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/06/2016,35018
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/07/2016,37027
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/08/2016,42962
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/09/2016,44058
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/10/2016,43844
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/11/2016,45168
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/12/2016,42443
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/13/2016,36251
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/14/2016,42051
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/15/2016,42921
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/16/2016,41274
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/17/2016,44080
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/18/2016,45196
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/19/2016,38135
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/20/2016,38316
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/21/2016,42640
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/22/2016,43477
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/23/2016,43779
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/24/2016,42685
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/25/2016,37104
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/26/2016,33896
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/27/2016,29902
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/28/2016,31679
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/29/2016,41333
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/30/2016,41455
S.P. ex S.S. 35 MILANO-MEDA al Km 134+046 Dir. MEDA,03/31/2016,42940
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/01/2016,5835
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/02/2016,8612
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/03/2016,8127
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/04/2016,11083
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/05/2016,12441
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/06/2016,9292
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/07/2016,13033
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/08/2016,13823
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/09/2016,11613
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/10/2016,10155
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/11/2016,13731
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/12/2016,13120
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/13/2016,14277
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/14/2016,14257
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/15/2016,15012
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/16/2016,12914
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/17/2016,10664
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/18/2016,14144
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/19/2016,14379
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/20/2016,14426
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/21/2016,14631
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/22/2016,14911
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/23/2016,12393
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/24/2016,10877
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/25/2016,14040
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/26/2016,14315
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/27/2016,14562
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/28/2016,14562
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/29/2016,15135
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/30/2016,12434
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,01/31/2016,11087
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/01/2016,13833
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/02/2016,9396
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/03/2016,14307
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/04/2016,14713
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/05/2016,15179
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/06/2016,12531
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/07/2016,9872
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/08/2016,14272
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/09/2016,14562
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/10/2016,14784
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/11/2016,14662
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/12/2016,14628
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/13/2016,12361
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/14/2016,10524
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/15/2016,14197
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/16/2016,14148
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/17/2016,14329
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/18/2016,14912
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/19/2016,15121
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/20/2016,13109
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/21/2016,11305
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/22/2016,14494
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/23/2016,14706
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/24/2016,14517
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/25/2016,15135
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/26/2016,15180
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/27/2016,12414
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/28/2016,10011
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,02/29/2016,14213
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/01/2016,13586
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/02/2016,14834
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/03/2016,14816
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/04/2016,15171
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/05/2016,12079
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/06/2016,10929
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/07/2016,14676
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/08/2016,14836
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/09/2016,14829
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/10/2016,15062
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/11/2016,15519
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/12/2016,13522
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/13/2016,11258
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/14/2016,14399
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/15/2016,15094
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/16/2016,14708
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/17/2016,15221
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/18/2016,15712
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/19/2016,13765
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/20/2016,11623
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/21/2016,14677
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/22/2016,14919
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/23/2016,15324
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/24/2016,15182
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/25/2016,14252
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/26/2016,10890
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/27/2016,8929
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/28/2016,10089
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/29/2016,14325
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/30/2016,14614
S.P. ex S.S. 415 Paullese al Km 7+051 Dir. Milano,03/31/2016,15053
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/01/2016,5411
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/02/2016,8390
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/03/2016,7650
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/04/2016,10807
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/05/2016,11872
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/06/2016,9183
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/07/2016,12236
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/08/2016,13387
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/09/2016,11247
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/10/2016,9568
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/11/2016,13405
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/12/2016,13675
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/13/2016,13559
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/14/2016,13839
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/15/2016,14602
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/16/2016,12377
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/17/2016,10277
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/18/2016,13817
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/19/2016,13120
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/20/2016,13922
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/21/2016,14201
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/22/2016,14605
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/23/2016,12243
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/24/2016,10604
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/25/2016,13656
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/26/2016,13833
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/27/2016,14055
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/28/2016,14322
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/29/2016,14843
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/30/2016,12229
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,01/31/2016,10480
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/01/2016,13889
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/02/2016,13660
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/03/2016,13822
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/04/2016,14508
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/05/2016,14959
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/06/2016,12200
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/07/2016,9510
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/08/2016,13755
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/09/2016,14052
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/10/2016,14410
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/11/2016,14273
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/12/2016,14593
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/13/2016,11835
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/14/2016,9755
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/15/2016,13781
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/16/2016,13671
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/17/2016,13860
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/18/2016,14441
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/19/2016,14801
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/20/2016,12599
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/21/2016,10731
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/22/2016,13755
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/23/2016,14069
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/24/2016,14393
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/25/2016,14711
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/26/2016,14955
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/27/2016,11958
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/28/2016,9564
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,02/29/2016,13689
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/01/2016,13814
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/02/2016,14092
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/03/2016,14509
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/04/2016,15039
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/05/2016,11712
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/06/2016,10278
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/07/2016,14218
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/08/2016,14435
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/09/2016,14426
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/10/2016,14583
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/11/2016,15159
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/12/2016,12907
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/13/2016,10864
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/14/2016,14033
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/15/2016,14366
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/16/2016,14384
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/17/2016,14700
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/18/2016,15588
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/19/2016,13222
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/20/2016,11022
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/21/2016,14213
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/22/2016,14421
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/23/2016,15035
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/24/2016,15054
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/25/2016,14211
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/26/2016,10854
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/27/2016,8351
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/28/2016,8575
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/29/2016,13672
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/30/2016,14058
S.P. ex S.S. 415 Paullese al Km 7+581 Dir. Paullo,03/31/2016,14396
